cycle, episode_interest 
399,0.727382183075
400,0.727382183075
401,0.727382183075
402,0.755200862885
403,0.788326859474
404,0.793309688568
405,0.793992519379
406,0.794085025787
407,0.794097542763
408,0.794099271297
409,0.794099450111
410,0.794099450111
411,0.794099450111
412,0.795305728912
413,0.829483807087
414,0.83437538147
415,0.835041582584
416,0.835131764412
417,0.835143983364
418,0.835145652294
419,0.835145890713
420,0.835145890713
421,0.835145890713
422,0.790360808372
423,0.822996795177
424,0.827874660492
425,0.828542888165
426,0.828633487225
427,0.828645765781
428,0.828647375107
429,0.828647553921
430,0.828647613525
431,0.828647613525
432,0.783581137657
433,0.815878629684
434,0.820635855198
435,0.821286439896
436,0.821374535561
437,0.821386516094
438,0.82138812542
439,0.821388363838
440,0.821388363838
441,0.821388363838
442,0.757775604725
443,0.788495719433
444,0.793110489845
445,0.793743550777
446,0.793829381466
447,0.793841063976
448,0.793842613697
449,0.793842792511
450,0.793842852116
451,0.793842852116
452,0.736354351044
453,0.763081550598
454,0.767327070236
455,0.767913877964
456,0.767993569374
457,0.768004238605
458,0.768005728722
459,0.76800596714
460,0.76800596714
461,0.76800596714
462,0.754484415054
463,0.781836748123
464,0.785955488682
465,0.786520659924
466,0.786597311497
467,0.786607682705
468,0.786609053612
469,0.786609232426
470,0.786609351635
471,0.786609351635
472,0.744705855846
473,0.768921136856
474,0.772781610489
475,0.773315668106
476,0.773388147354
477,0.773397922516
478,0.773399293423
479,0.773399472237
480,0.773399472237
481,0.773399472237
482,0.753520071507
483,0.777969181538
484,0.781765639782
485,0.782289028168
486,0.7823600173
487,0.782369613647
488,0.782370984554
489,0.782371103764
490,0.782371103764
491,0.782371103764
492,0.757784664631
493,0.782048046589
494,0.78575116396
495,0.786260902882
496,0.78633004427
497,0.786339461803
498,0.786340653896
499,0.78634083271
501,0.894999265671
502,0.890992760658
503,0.914566993713
504,0.917785763741
505,0.91822040081
506,0.918278872967
507,0.918286621571
508,0.91828763485
509,0.918287754059
510,0.918287754059
511,0.918287754059
512,0.844323813915
513,0.869496464729
514,0.873176753521
515,0.873679339886
516,0.873747467995
517,0.87375664711
518,0.873757898808
519,0.873758077621
520,0.873758077621
521,0.873758077621
522,0.756106853485
523,0.77977514267
524,0.783558666706
525,0.784082233906
526,0.784153342247
527,0.784162938595
528,0.784164249897
529,0.784164369106
530,0.784164369106
531,0.784164488316
532,0.697481095791
533,0.720358610153
534,0.724136173725
535,0.724660456181
536,0.724731564522
537,0.724741220474
538,0.724742531776
539,0.72474271059
540,0.72474271059
541,0.72474271059
542,0.729821443558
543,0.761923611164
544,0.766793966293
545,0.76746314764
546,0.767553806305
547,0.767566084862
548,0.767567753792
549,0.76756799221
550,0.76756799221
551,0.76756799221
552,0.784760951996
553,0.819603025913
554,0.82472628355
555,0.825426459312
556,0.825521349907
557,0.82553422451
558,0.82553589344
559,0.825536131859
560,0.825536131859
561,0.825536251068
562,0.818428397179
563,0.852077305317
564,0.856851935387
565,0.857501924038
566,0.857589960098
567,0.857601881027
568,0.857603490353
569,0.857603728771
570,0.857603728771
571,0.857603728771
572,0.815423727036
573,0.849416136742
574,0.854301691055
575,0.854966342449
576,0.855056226254
577,0.855068445206
578,0.855070114136
579,0.85507029295
580,0.855070352554
581,0.855070352554
582,0.786852657795
583,0.819281101227
584,0.824116051197
585,0.824778020382
586,0.824867725372
587,0.82487988472
588,0.82488155365
589,0.824881792068
590,0.824881792068
591,0.824881851673
592,0.7727470994
593,0.803174555302
594,0.807765245438
595,0.808395266533
596,0.808480739594
597,0.808492302895
598,0.808493852615
599,0.808494091034
600,0.808494091034
601,0.808494091034
602,0.75537520647
603,0.784191906452
604,0.788601517677
605,0.789207935333
606,0.789290189743
607,0.789301335812
608,0.789302825928
609,0.789303004742
610,0.789303064346
611,0.789303064346
612,0.760191738605
613,0.785948097706
614,0.789944589138
615,0.790494084358
616,0.790568590164
617,0.790578722954
618,0.790580093861
619,0.79058021307
620,0.79058021307
621,0.79058021307
622,0.765860557556
623,0.79196035862
624,0.795956671238
625,0.796505987644
626,0.796580553055
627,0.796590566635
628,0.796591937542
629,0.796592175961
630,0.796592175961
631,0.796592175961
632,0.767182767391
633,0.79258453846
634,0.796454966068
635,0.796988368034
636,0.797060787678
637,0.79707056284
638,0.797071933746
639,0.797072052956
640,0.79707211256
641,0.79707211256
642,0.760184586048
643,0.784582078457
644,0.788372039795
645,0.788895189762
646,0.788966119289
647,0.788975656033
648,0.788977026939
649,0.788977146149
650,0.788977265358
651,0.788977265358
652,0.764425337315
653,0.792906045914
654,0.797272205353
655,0.797871649265
656,0.797952950001
657,0.797964036465
658,0.797965466976
659,0.797965705395
660,0.797965705395
661,0.797965705395
662,0.773121953011
663,0.801717102528
664,0.805975675583
665,0.806559383869
666,0.806638479233
667,0.806649208069
668,0.806650698185
669,0.806650876999
670,0.806650876999
671,0.806650876999
672,0.751829087734
673,0.780187308788
674,0.784623086452
675,0.785234570503
676,0.785317540169
678,0.976449549198
679,0.986025989056
680,0.987109661102
681,0.987251520157
682,0.971142888069
683,0.982294440269
684,0.983588695526
685,0.983759760857
686,0.983782827854
687,0.983785927296
688,0.983786404133
689,0.983786404133
690,0.983786404133
691,0.983786404133
692,0.951414704323
693,0.967482924461
694,0.969477653503
695,0.969749867916
696,0.969792604446
697,0.96980369091
698,0.969809889793
699,0.969814777374
700,0.969819068909
701,0.969822525978
702,0.905600011349
703,0.929517090321
704,0.93270945549
705,0.933139741421
706,0.933197975159
707,0.933205783367
708,0.933206915855
709,0.93320697546
710,0.93320697546
711,0.93320697546
712,0.839669823647
713,0.869305610657
714,0.873543262482
715,0.874120295048
716,0.874198436737
717,0.874208986759
718,0.874210357666
719,0.874210655689
720,0.874210655689
721,0.874210655689
722,0.80394244194
723,0.835174500942
724,0.839718341827
725,0.84033870697
726,0.840422749519
727,0.840434074402
728,0.840435624123
729,0.840435862541
730,0.840435862541
731,0.840435862541
732,0.818075358868
733,0.850141525269
734,0.854702830315
735,0.855323374271
736,0.855407476425
737,0.855418801308
738,0.855420351028
739,0.855420529842
740,0.855420529842
741,0.855420529842
742,0.859834194183
743,0.890162825584
744,0.894361019135
745,0.894929587841
746,0.895006537437
747,0.895017027855
748,0.895018398762
749,0.895018577576
750,0.895018577576
751,0.895018577576
752,0.898365974426
753,0.925044894218
754,0.92855411768
755,0.929025828838
756,0.929089605808
757,0.929098129272
758,0.92909938097
759,0.929099500179
760,0.929099500179
761,0.929099500179
762,0.908134579659
763,0.933377623558
764,0.936663269997
765,0.937104701996
766,0.937164366245
767,0.937172412872
769,0.894085407257
770,0.917204082012
771,0.920379757881
772,0.876200258732
773,0.900867044926
774,0.904311716557
775,0.904780983925
776,0.904846251011
777,0.904856801033
778,0.904859900475
779,0.904862046242
780,0.904864132404
781,0.904866099358
782,0.817964971066
783,0.843249559402
784,0.84706479311
785,0.847591817379
786,0.847664475441
787,0.84767472744
788,0.847676277161
789,0.847676575184
790,0.847676634789
791,0.847676634789
792,0.73770403862
793,0.760201573372
794,0.763818502426
795,0.764319658279
796,0.764387667179
797,0.764396846294
798,0.764398038387
799,0.764398217201
800,0.764398336411
801,0.764398336411
802,0.70231461525
803,0.725696265697
804,0.729512691498
805,0.730041027069
806,0.730112850666
807,0.730122506618
808,0.730123817921
809,0.730123996735
810,0.730123996735
811,0.730123996735
812,0.737654328346
813,0.767806887627
814,0.772404193878
815,0.773035883904
816,0.773121595383
817,0.773133218288
818,0.773134768009
819,0.773134946823
820,0.773134946823
821,0.773134946823
822,0.776370227337
823,0.809400737286
824,0.814239025116
825,0.814900457859
826,0.814990162849
827,0.815002262592
828,0.815003931522
829,0.815004169941
830,0.815004169941
831,0.815004169941
832,0.794287800789
833,0.827014088631
834,0.831817626953
835,0.832474410534
836,0.832563459873
837,0.832575440407
838,0.832577109337
839,0.832577347755
840,0.832577347755
841,0.832577347755
842,0.801852107048
843,0.835444748402
844,0.840306639671
845,0.840969204903
846,0.841058969498
847,0.841071128845
848,0.841072738171
849,0.841072916985
850,0.841072976589
851,0.841072976589
852,0.77917599678
853,0.811217725277
854,0.815988957882
855,0.816643059254
856,0.81673169136
857,0.816743731499
858,0.816745281219
860,0.961443960667
861,0.974702000618
862,0.953747630119
863,0.968475341797
864,0.970300197601
865,0.970544159412
866,0.970577597618
867,0.970582544804
868,0.970583677292
869,0.970584332943
870,0.970584869385
871,0.970585346222
872,0.929649949074
873,0.948591291904
874,0.951070249081
875,0.951403319836
876,0.951448321342
877,0.951454520226
878,0.951455235481
879,0.951455354691
880,0.9514554739
881,0.9514554739
882,0.873555004597
883,0.898128390312
884,0.901596784592
885,0.902068078518
886,0.902131915092
887,0.902140557766
888,0.902141690254
889,0.902141928673
890,0.902141928673
891,0.902141928673
892,0.800719022751
893,0.827416479588
894,0.831401646137
895,0.831948280334
896,0.832022428513
897,0.832032501698
898,0.832033813
899,0.832033932209
900,0.832034051418
901,0.832034051418
902,0.765671491623
903,0.794250130653
904,0.798560857773
905,0.799152195454
906,0.799232304096
907,0.799243211746
908,0.799244642258
909,0.799244821072
910,0.799244880676
911,0.799244880676
912,0.791668951511
913,0.824122190475
914,0.828852891922
915,0.829498827457
916,0.829586327076
917,0.8295981884
918,0.829599797726
919,0.829600036144
920,0.829600036144
921,0.829600036144
922,0.844119429588
923,0.876542508602
924,0.881044209003
925,0.881654202938
926,0.881736755371
927,0.881747961044
928,0.88174945116
929,0.881749629974
930,0.881749629974
931,0.881749749184
932,0.872354745865
933,0.9027120471
934,0.90682965517
935,0.907385468483
936,0.907460570335
937,0.90747076273
938,0.907472133636
939,0.90747231245
940,0.90747231245
941,0.90747231245
942,0.876810371876
943,0.90620470047
944,0.910185158253
945,0.910722672939
946,0.910795331001
947,0.910805106163
948,0.91080647707
949,0.910806715488
950,0.910806715488
951,0.910806715488
952,0.870131492615
953,0.899596393108
954,0.903632164001
955,0.90417766571
956,0.904251456261
957,0.904261410236
958,0.904262781143
959,0.904262959957
960,0.904262959957
961,0.904262959957
962,0.851871788502
963,0.882355451584
964,0.886597335339
965,0.887172758579
966,0.88725066185
967,0.887261152267
968,0.887262582779
969,0.887262761593
970,0.887262761593
971,0.887262761593
972,0.833177685738
973,0.863450109959
974,0.867757737637
975,0.868343830109
976,0.868423342705
977,0.868434011936
978,0.868435442448
979,0.868435621262
980,0.868435740471
981,0.868435740471
982,0.814324736595
983,0.844436585903
984,0.848811924458
985,0.849409103394
986,0.849490046501
987,0.849500954151
988,0.849502444267
989,0.849502623081
990,0.849502682686
991,0.849502682686
992,0.803050518036
993,0.831574201584
994,0.835762560368
995,0.836335539818
996,0.83641320467
997,0.836423695087
998,0.836425125599
999,0.836425304413
1000,0.836425304413
1001,0.836425304413
1002,0.800943255424
1003,0.828245520592
1004,0.832268476486
1005,0.83281993866
1006,0.832894682884
1007,0.832904875278
1008,0.832906186581
1009,0.832906365395
1010,0.832906424999
1011,0.832906424999
1012,0.804578185081
1013,0.832208633423
1014,0.83628821373
1015,0.836846411228
1016,0.836922049522
1017,0.836932241917
1018,0.836933672428
1019,0.836933851242
1020,0.836933851242
1021,0.836933851242
1022,0.812562465668
1023,0.839936733246
1024,0.843934953213
1025,0.844480454922
1026,0.844554364681
1027,0.844564378262
1028,0.844565689564
1029,0.844565927982
1030,0.844565927982
1031,0.844565927982
1032,0.808403015137
1033,0.836352407932
1034,0.840505838394
1035,0.841074168682
1036,0.841151237488
1037,0.841161727905
1039,0.922043025494
1040,0.944738388062
1041,0.947649657726
1042,0.911860644817
1043,0.935823023319
1044,0.938962161541
1045,0.939384937286
1046,0.939442276955
1047,0.939450144768
1048,0.939451217651
1049,0.93945145607
1050,0.93945145607
1051,0.939451515675
1052,0.87047046423
1053,0.898075401783
1054,0.901931643486
1055,0.902454972267
1056,0.902525901794
1057,0.902535378933
1058,0.90253674984
1059,0.902536928654
1060,0.902536928654
1061,0.902536928654
1062,0.798383712769
1063,0.82741779089
1064,0.831756830215
1065,0.832352280617
1066,0.83243393898
1067,0.832445323467
1068,0.832447052002
1069,0.832447350025
1070,0.832447469234
1071,0.832447528839
1072,0.74150711298
1073,0.76865452528
1074,0.772927343845
1075,0.773516535759
1076,0.773596405983
1077,0.773607194424
1078,0.77360868454
1079,0.773608922958
1080,0.773608922958
1081,0.773608922958
1082,0.746929585934
1083,0.775205075741
1084,0.779531776905
1085,0.780126392841
1086,0.780207037926
1087,0.78021800518
1088,0.780219495296
1089,0.78021967411
1090,0.780219733715
1091,0.780219733715
1092,0.785449326038
1093,0.815962910652
1094,0.820454895496
1095,0.82106924057
1096,0.821152567863
1097,0.821163833141
1098,0.821165323257
1099,0.821165502071
1100,0.821165561676
1101,0.821165561676
1102,0.819353461266
1103,0.850265681744
1104,0.854758441448
1105,0.855371057987
1106,0.855454146862
1107,0.85546541214
1108,0.855466842651
1109,0.855467021465
1110,0.855467140675
1111,0.855467140675
1112,0.837333738804
1113,0.868440687656
1114,0.872838199139
1115,0.873435914516
1116,0.873516798019
1117,0.873527824879
1118,0.87352925539
1119,0.873529434204
1120,0.873529434204
1121,0.873529434204
1122,0.826363861561
1123,0.857304215431
1124,0.861753463745
1125,0.862359464169
1126,0.862441599369
1127,0.862452685833
1128,0.862454175949
1130,0.922626614571
1131,0.944677770138
1132,0.91643923521
1133,0.939320266247
1134,0.942301869392
1135,0.942702710629
1136,0.942756950855
1137,0.942764282227
1138,0.942765235901
1139,0.942765414715
1140,0.942765414715
1141,0.942765414715
1142,0.88054651022
1143,0.906970381737
1144,0.910650551319
1145,0.911148667336
1146,0.911216080189
1147,0.911225199699
1148,0.911226511002
1149,0.911226570606
1150,0.911226570606
1151,0.911226570606
1152,0.812593638897
1153,0.841471612453
1154,0.845768630505
1155,0.846356570721
1156,0.846436262131
1157,0.846447110176
1158,0.846448540688
1159,0.846448719501
1160,0.846448719501
1161,0.846448719501
1162,0.747757196426
1163,0.774064183235
1164,0.778193056583
1165,0.77876329422
1166,0.778840661049
1167,0.778851151466
1168,0.778852522373
1169,0.778852820396
1170,0.778852820396
1171,0.778852820396
1172,0.739349842072
1173,0.764973938465
1174,0.768958330154
1175,0.769507944584
1176,0.769582509995
1177,0.769592642784
1178,0.769593954086
1179,0.769594192505
1180,0.76959425211
1181,0.76959425211
1182,0.781305491924
1183,0.808722674847
1184,0.812872767448
1185,0.813443243504
1186,0.813520610332
1187,0.81353110075
1188,0.813532531261
1189,0.813532710075
1190,0.813532710075
1191,0.813532710075
1192,0.824825167656
1193,0.853360176086
1194,0.857509195805
1195,0.858076393604
1196,0.858153283596
1197,0.858163654804
1198,0.858165025711
1199,0.858165204525
1200,0.858165204525
1201,0.858165323734
1202,0.84273314476
1203,0.871171295643
1204,0.875252366066
1205,0.875807881355
1206,0.875883042812
1207,0.875893294811
1208,0.875894665718
1209,0.875894844532
1210,0.875894844532
1211,0.875894844532
1212,0.836685478687
1213,0.864914953709
1214,0.86900395155
1215,0.869561254978
1216,0.869636714458
1217,0.869647026062
1218,0.869648337364
1219,0.869648516178
1221,0.972631037235
1222,0.971475243568
1223,0.982604324818
1224,0.983887970448
1225,0.984057486057
1226,0.984080374241
1227,0.984083473682
1228,0.98408383131
1229,0.98408395052
1230,0.98408395052
1231,0.98408395052
1232,0.957399487495
1233,0.972157478333
1234,0.973952353001
1235,0.974191129208
1236,0.97422337532
1237,0.974227666855
1238,0.974228262901
1239,0.974228382111
1240,0.974228382111
1241,0.974228382111
1242,0.920122623444
1243,0.941923737526
1244,0.944791793823
1245,0.94517737627
1246,0.945229589939
1247,0.945236563683
1248,0.945237576962
1249,0.945237636566
1250,0.945237636566
1251,0.945237636566
1252,0.857783675194
1253,0.885206520557
1254,0.889087796211
1255,0.889614343643
1256,0.889685690403
1257,0.889695346355
1258,0.889696657658
1259,0.889696836472
1260,0.889696836472
1261,0.889696836472
1262,0.803970396519
1263,0.832714140415
1264,0.836935937405
1265,0.837512910366
1266,0.83759111166
1267,0.837601721287
1268,0.837603151798
1269,0.837603330612
1270,0.837603330612
1271,0.837603330612
1272,0.800418555737
1273,0.830221652985
1274,0.834622144699
1275,0.835225045681
1276,0.835307240486
1277,0.835318446159
1278,0.835320055485
1279,0.835320293903
1280,0.835320293903
1281,0.835320353508
1282,0.843993723392
1283,0.87419718504
1284,0.878436088562
1285,0.879011511803
1286,0.879089415073
1287,0.8791000247
1288,0.879101395607
1289,0.879101574421
1290,0.87910169363
1291,0.87910169363
1292,0.883772075176
1293,0.91164124012
1294,0.915404975414
1295,0.915912985802
1296,0.915981709957
1297,0.915991008282
1298,0.915992319584
1299,0.915992379189
1300,0.915992498398
1301,0.915992498398
1302,0.900618731976
1303,0.926646649837
1304,0.930084943771
1305,0.930548071861
1306,0.930610716343
1307,0.930619180202
1308,0.930620312691
1309,0.930620551109
1310,0.930620551109
1312,0.996057987213
1313,0.99821305275
1314,0.998418688774
1315,0.99844533205
1316,0.998448967934
1317,0.998449325562
1318,0.998449325562
1319,0.998449087143
1320,0.998448967934
1321,0.998448729515
1322,0.993691444397
1323,0.996915578842
1324,0.99723803997
1325,0.997279882431
1326,0.997285604477
1327,0.997286438942
1328,0.997286558151
1329,0.997286558151
1330,0.997286558151
1331,0.997286558151
1332,0.987274050713
1333,0.993069052696
1334,0.993691563606
1335,0.993772923946
1336,0.993783831596
1337,0.993785381317
1338,0.993785619736
1339,0.993785619736
1340,0.993785619736
1341,0.993785619736
1342,0.97178798914
1343,0.982623755932
1344,0.983886659145
1345,0.98405367136
1346,0.984076321125
1347,0.984079301357
1348,0.984079778194
1349,0.984079778194
1350,0.984079778194
1351,0.984079778194
1352,0.943702995777
1353,0.961397349834
1354,0.963610172272
1355,0.963905572891
1356,0.963945448399
1357,0.963950872421
1358,0.963951647282
1359,0.963951766491
1360,0.963951766491
1361,0.963951766491
1362,0.913221120834
1363,0.936308205128
1364,0.939339160919
1365,0.939747393131
1366,0.93980294466
1367,0.939810633659
1368,0.939811825752
1369,0.939811944962
1370,0.939812004566
1371,0.939812004566
1372,0.902538895607
1373,0.927577137947
1374,0.930882155895
1375,0.931326746941
1376,0.931386828423
1377,0.931394994259
1378,0.931396126747
1379,0.931396245956
1380,0.931396245956
1381,0.931396245956
1382,0.910519003868
1383,0.935148537159
1384,0.938357770443
1385,0.938788473606
1386,0.938846647739
1387,0.938854515553
1388,0.938855588436
1389,0.93885576725
1390,0.93885576725
1391,0.93885576725
1392,0.924535989761
1393,0.947094917297
1394,0.949962079525
1395,0.950345873833
1396,0.950397670269
1397,0.950404763222
1398,0.950405716896
1399,0.950405836105
1400,0.950405836105
1401,0.950405836105
1403,0.999466717243
1404,0.999827206135
1405,0.999854564667
1406,0.999858021736
1407,0.999858498573
1408,0.999858617783
1409,0.999858617783
1410,0.999858617783
1411,0.999858617783
1412,0.999305009842
1413,0.999765336514
1414,0.999801456928
1415,0.999805986881
1416,0.999806702137
1417,0.999806702137
1418,0.999806821346
1419,0.999806821346
1420,0.999806821346
1421,0.999806821346
1422,0.998662829399
1423,0.999501347542
1424,0.999571502209
1425,0.999580442905
1426,0.999581634998
1427,0.999581873417
1428,0.999581992626
1429,0.999581992626
1430,0.999581992626
1431,0.999582111835
1432,0.996617138386
1433,0.998549044132
1434,0.998726189137
1435,0.998748779297
1436,0.998751878738
1437,0.998752236366
1438,0.998752355576
1439,0.998752355576
1440,0.998752355576
1441,0.998752355576
1442,0.990520358086
1443,0.995241999626
1444,0.995722174644
1445,0.995784342289
1446,0.995792746544
1447,0.995793938637
1448,0.995794057846
1449,0.995794057846
1450,0.995794057846
1451,0.995794057846
1452,0.97753405571
1453,0.9870454669
1454,0.988105893135
1455,0.988245248795
1456,0.988263964653
1457,0.988266527653
1458,0.988266885281
1459,0.988266885281
1460,0.98826700449
1461,0.98826700449
1462,0.964426279068
1463,0.977913439274
1464,0.979490339756
1465,0.979699015617
1466,0.9797270298
1467,0.979730904102
1468,0.979731380939
1469,0.979731500149
1470,0.979731500149
1471,0.979731500149
1472,0.958746910095
1473,0.973705589771
1474,0.975482165813
1475,0.97571772337
1476,0.975749492645
1477,0.97575378418
1478,0.975754380226
1479,0.975754380226
1480,0.975754439831
1481,0.975754439831
1482,0.955916523933
1483,0.971562087536
1484,0.973434865475
1485,0.973683416843
1486,0.973716974258
1487,0.973721504211
1488,0.973722100258
1489,0.973722219467
1490,0.973722219467
1491,0.973722219467
1492,0.955335795879
1494,0.99936825037
1495,0.999785959721
1496,0.999818623066
1497,0.999822795391
1498,0.999823272228
1499,0.999823391438
1500,0.999823391438
1501,0.999823391438
1502,0.999205648899
1503,0.999720990658
1504,0.999762356281
1505,0.99976760149
1506,0.999768316746
1507,0.999768435955
1508,0.999768435955
1509,0.999768435955
1510,0.999768435955
